4,1
4,1
4,1
6,2
7,2
8,2
8,2
10,2
12,2
12,2
13,2
13,2
14,2
16,2
16,2
17,2
19,2
20,2
20,2
21,3
22,3
24,3
24,3
25,3
26,3
27,3
28,3
29,3
30,3
32,3
32,3
32,3
34,3
35,3
36,3
37,4
39,4
39,4
40,4
41,4
42,4
43,4
44,4
46,4
47,4
47,4
49,4
49,4
51,4
51,4
52,4
53,4
54,4
55,4
57,4
57,4
58,4
60,4
60,4
61,4
62,4
63,4
64,4
65,4
66,4
67,4
68,4
69,4
70,4
71,4
72,4
73,4
74,4
75,4
77,4
78,4
79,4
79,4
80,4
81,4
82,4
83,4
84,4
86,4
86,4
87,4
88,4
89,4
90,4
91,4
92,4
93,4
94,4
95,4
96,4
98,4
98,4
100,4
100,4
101,4
102,4
103,4
104,4
105,4
107,4
108,4
108,4
109,4
110,4
112,4
112,4
112,4
