1,1
1,3
1,5
1,4
1,8
1,7
1,12
1,11
1,10
1,44
1,45
1,47
1,51
1,72
1,132
1,133
1,138
1,139
1,141
1,531
1,527
2,14
1,532
1,546
2,17
2,18
2,19
2,21
2,22
2,23
2,24
2,25
2,36
2,39
2,83
2,86
2,70
2,88
2,90
2,94
2,92
2,95
2,101
2,111
2,108
2,391
2,423
2,487
2,548
2,642
2,575
3,29
3,28
3,30
3,31
3,33
3,34
3,43
3,42
3,37
3,35
3,64
3,67
3,65
4,41
4,49
4,54
4,59
4,58
4,60
4,56
4,57
4,61
4,63
5,69
5,62
5,73
5,75
5,74
5,77
5,145
5,146
5,79
5,157
5,159
5,151
5,161
5,162
5,166
6,84
6,89
6,81
6,87
6,91
6,96
6,112
6,106
6,107
6,97
6,114
6,422
6,113
6,122
7,102
7,109
7,105
7,116
7,115
7,123
7,117
7,369
7,387
8,127
8,120
8,126
8,124
8,128
8,131
8,143
8,152
8,130
8,144
8,371
8,373
9,147
9,155
9,149
9,165
9,163
9,153
9,176
9,171
9,177
9,169
9,543
9,544
9,767
9,770
9,772
9,769
9,778
10,168
9,774
10,172
10,182
10,179
9,775
10,183
10,184
10,186
10,187
10,328
10,329
10,189
10,338
10,356
10,357
10,363
10,406
11,193
11,198
11,194
11,192
11,199
11,200
11,203
11,202
11,210
11,216
11,219
11,365
12,213
12,218
12,214
12,223
12,221
12,228
12,230
12,233
12,263
12,232
12,272
12,273
12,274
12,275
12,276
12,264
12,229
12,292
12,303
12,336
12,304
12,283
12,302
12,358
12,535
12,536
13,238
13,234
13,237
13,240
13,242
13,244
13,241
13,246
13,245
13,250
13,247
13,252
13,253
13,251
13,255
13,256
13,257
13,258
13,267
13,268
13,270
13,278
13,279
13,284
13,288
13,291
13,289
13,294
13,296
13,299
13,301
13,307
13,310
13,309
13,308
13,311
13,323
13,314
13,324
13,325
13,326
13,341
13,327
13,350
13,346
13,344
13,351
13,359
14,297
14,306
14,287
14,320
14,318
14,331
14,321
14,312
14,334
14,337
14,353
14,375
14,384
14,332
14,519
14,390
14,339
14,520
14,526
14,652
14,702
14,705
14,706
14,709
14,784
14,791
14,879
14,880
14,914
14,975
14,915
14,935
15,347
15,348
15,367
15,378
15,383
15,374
15,385
15,488
15,503
15,514
15,386
15,399
15,516
15,749
15,871
15,875
15,876
15,890
16,381
16,396
16,392
16,401
16,398
16,403
17,404
17,407
17,410
17,411
17,412
17,414
17,415
17,416
17,417
17,468
17,466
17,477
17,475
17,478
17,476
17,479
17,559
18,427
18,420
18,430
18,428
18,424
18,434
18,433
18,432
18,436
18,435
18,446
18,461
18,447
18,602
18,599
18,607
18,615
18,611
19,438
19,440
19,441
19,442
19,445
19,448
19,449
19,470
19,588
19,485
19,593
19,598
19,597
20,451
20,454
20,453
20,450
20,458
20,460
20,462
20,465
20,472
20,474
21,467
21,482
21,473
21,484
21,483
21,489
21,564
21,557
21,621
21,821
21,812
21,949
21,965
21,973
22,492
22,493
22,494
22,495
22,502
22,496
22,504
22,689
22,515
22,693
22,692
22,781
22,813
22,779
22,814
22,815
22,818
22,817
22,820
22,823
22,827
22,831
22,830
22,847
22,843
22,862
22,870
22,966
22,864
22,963
22,974
23,505
23,507
23,506
23,509
23,513
23,517
23,518
23,510
23,525
23,524
23,528
23,537
23,534
23,538
23,540
23,541
23,771
23,790
23,896
23,898
23,797
23,905
23,907
23,910
23,904
23,909
23,912
23,913
23,923
24,545
24,551
24,550
24,552
24,554
24,556
24,553
24,570
24,571
24,569
24,572
24,549
24,579
24,574
24,610
24,614
24,616
24,685
25,562
25,565
25,566
25,568
25,577
25,584
25,582
25,594
25,585
25,600
25,603
25,613
25,618
25,619
26,590
26,605
26,636
26,625
27,626
27,627
27,628
27,629
27,630
27,631
27,632
27,633
27,639
27,637
27,676
27,670
27,643
28,640
28,644
28,648
28,645
28,651
28,646
28,659
28,656
28,657
28,653
28,660
28,661
28,662
28,677
28,679
29,663
29,664
29,665
29,666
29,667
29,672
29,668
30,675
29,671
30,678
30,686
30,681
30,696
30,700
30,688
30,711
30,680
30,712
30,701
30,826
30,726
30,741
30,964
30,981
30,982
30,983
30,828
30,861
30,993
30,990
30,1000
30,999
30,989
31,698
31,713
31,703
31,714
31,707
31,716
31,719
31,718
31,721
32,723
32,724
32,720
32,727
32,729
32,732
32,730
32,731
32,733
32,734
32,762
33,735
33,738
33,736
33,739
33,740
33,743
33,744
33,748
33,745
33,750
33,747
33,754
33,759
33,765
34,752
34,758
34,751
34,760
34,761
34,763
34,783
34,777
34,792
35,785
35,786
35,788
35,796
35,798
36,801
36,806
36,810
36,808
36,822
36,829
36,833
36,832
36,835
36,834
36,838
36,841
36,842
36,839
36,857
36,858
36,899
36,901
36,852
36,941
36,937
36,946
36,945
36,948
36,960
37,848
36,950
37,849
37,845
37,851
37,850
37,855
37,859
37,854
37,853
37,866
37,867
37,868
37,874
37,869
37,902
37,882
37,891
37,908
37,924
37,919
38,878
38,877
38,885
38,893
38,917
38,884
38,918
38,922
38,925
38,921
38,930
38,931
38,932
38,962
39,934
39,933
39,938
39,940
39,943
39,947
39,952
39,953
40,956
40,972
40,957
40,971
40,980
40,985
40,978
40,987
40,992
41,995
41,996
41,997
41,1001
